S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
297,1.158478996,1.995164611,3.993792541,1.162583332,1.351600004,0.116258333,-1.624862327,0
298,1.138644112,1.994031548,3.981506925,1.144009755,1.308758321,0.114400976,-1.549935013,0
299,1.09351649,1.961558077,3.947164549,1.09111407,1.190529914,0.109111407,-1.413695807,0
300,1.163998267,1.996053618,3.983459667,1.160494938,1.346748502,0.116049494,-1.603235625,0
301,1.218603891,1.893488893,3.888072483,1.200033931,1.440081437,0.120003393,-1.823613983,0
302,1.169975021,1.988526539,3.867397462,1.174911618,1.380417311,0.117491162,-1.509975038,0
303,1.227814142,1.942448048,3.924269779,1.233070867,1.520463762,0.123307087,-1.589484817,0
304,1.104502282,1.944111021,3.867587845,1.106664049,1.224705317,0.110666405,-1.414792222,0
305,1.167917766,1.949499924,3.912084898,1.170163696,1.369283076,0.11701637,-1.604777437,0
306,1.134987823,1.894309257,3.89162354,1.12643023,1.268845064,0.112643023,-1.615874971,0
307,1.142077021,1.99515493,3.890117813,1.107948269,1.227549367,0.110794827,-1.325468716,0
308,1.094323898,1.857673105,3.855829358,1.093781113,1.196357122,0.109378111,-1.585487148,0
309,1.207142659,1.973361889,3.955427233,1.205739787,1.453808435,0.120573979,-1.620440313,0
310,1.083102462,1.997215723,3.923601015,1.085929087,1.179241981,0.108592909,-1.47197411,0
311,1.251129034,1.994093591,3.966138499,1.257391907,1.581034407,0.125739191,-1.678980579,0
312,1.161576185,1.83973242,3.836563289,1.166975013,1.36183068,0.116697501,-1.71470651,0
313,1.212354208,1.993208301,3.88653319,1.172240631,1.374148096,0.117224063,-1.645242812,0
314,1.15326724,1.972911983,3.935674409,1.15169959,1.326411947,0.115169959,-1.497296454,0
315,1.084192385,1.968889992,3.952114256,1.089650556,1.187338335,0.108965056,-1.384749193,0
316,1.225851341,1.981472863,3.980848957,1.220706855,1.490125225,0.122070685,-1.649894984,0
317,1.064602379,1.980750932,3.873134653,1.031483267,1.06395773,0.103148327,-1.680165412,0
318,1.141857963,1.956816577,3.883145489,1.139824609,1.29920014,0.113982461,-1.56761333,0
319,1.103363893,1.973589494,3.943792662,1.108254638,1.228228343,0.110825464,-1.496679325,0
320,1.263065187,1.98997427,3.985408822,1.26940942,1.611400275,0.126940942,-1.652970383,0
321,1.129191258,1.920667128,3.859797083,1.130603464,1.278264194,0.113060346,-1.430458419,0
322,1.117881914,1.934686851,3.927478307,1.120996134,1.256632333,0.112099613,-1.671081805,0
323,1.129894434,1.995242904,3.989151783,1.132477078,1.282504333,0.113247708,-1.356515958,0
324,1.149479338,1.973284938,3.959296556,1.153054423,1.329534503,0.115305442,-1.47969514,0
325,1.132027385,1.987096077,3.81736361,1.135520431,1.28940665,0.113552043,-1.589364803,0
326,1.167808021,1.999091094,3.929129474,1.163990564,1.354874034,0.116399056,-1.460178909,0
327,1.154768066,1.955106478,3.948725,1.160570642,1.346924215,0.116057064,-1.506013096,0
328,1.208116779,1.948563201,3.895285954,1.214163559,1.474193147,0.121416356,-1.686136061,0
329,1.181604007,1.912463693,3.905418848,1.185753624,1.406011658,0.118575362,-1.715123812,0
330,1.157464526,1.989019936,3.969204281,1.160188541,1.34603745,0.116018854,-1.600191635,0
331,1.166818585,1.993196066,3.911741452,1.161627207,1.349377768,0.116162721,-1.699932888,0
332,1.216764114,1.95101566,3.941947468,1.222851273,1.495365236,0.122285127,-1.645204113,0
333,1.112064268,1.974640284,3.914669628,1.10509795,1.221241479,0.110509795,-1.586853392,0
334,1.233833412,1.993773218,3.987630232,1.238599892,1.534129693,0.123859989,-1.700137547,0
335,1.222146304,1.972380285,3.89709395,1.22784106,1.507593669,0.122784106,-1.602543127,0
336,1.122037671,1.974869763,3.948098737,1.127574332,1.271423875,0.112757433,-1.55998787,0
337,1.112417439,1.944054323,3.932344742,1.118018226,1.249964754,0.111801823,-1.655738321,0
338,1.133492325,1.994476974,3.93337829,1.137160396,1.293133767,0.11371604,-1.483248191,0
339,1.144392383,1.928033975,3.924071922,1.143505544,1.307604928,0.114350554,-1.712424578,0
340,1.135285996,1.989029176,3.985573009,1.135702177,1.289819436,0.113570218,-1.567419547,0
341,1.21097528,1.982859435,3.911783382,1.216788,1.480573037,0.1216788,-1.537133727,0
342,1.088399993,1.930686652,3.886378441,1.093882256,1.196578391,0.109388226,-1.385508238,0
343,1.126961478,1.940600924,3.937794709,1.111055132,1.234443506,0.111105513,-1.253399617,0
344,1.219921283,1.973309055,3.965029937,1.225260853,1.501264158,0.122526085,-1.665980871,0
345,1.071631807,1.989994477,3.988180398,1.076498177,1.158848326,0.107649818,-1.387671198,0
346,1.192862974,1.992224972,3.939976065,1.197123379,1.433104384,0.119712338,-1.476477822,0
347,1.241985849,1.998940416,3.976001843,1.247256305,1.55564829,0.12472563,-1.667903825,0
348,1.160691233,1.98606175,3.920825973,1.166193418,1.360007088,0.116619342,-1.507452075,0
349,1.190927076,1.994161007,3.987190302,1.194252694,1.426239496,0.119425269,-1.685391389,0
350,1.057850007,1.799266556,3.664846806,1.062046315,1.127942376,0.106204632,-1.572568985,0
351,1.134965367,1.918598103,3.896552504,1.140575926,1.300913444,0.114057593,-1.611902136,0
352,1.18814893,1.988880909,3.967741942,1.194125197,1.425934986,0.11941252,-1.674776927,0
353,1.167722058,1.92886774,3.883633898,1.173431245,1.376940887,0.117343125,-1.528251627,0
354,1.244319192,1.919532999,3.910459788,1.236792093,1.529654681,0.123679209,-1.680650667,0
355,1.169143119,1.985125947,3.958457348,1.172192961,1.374036338,0.117219296,-1.443311437,0
356,1.150423985,1.946951342,3.945384856,1.155682908,1.335602985,0.115568291,-1.60637861,0
357,1.171950908,1.926500959,3.915119493,1.177792583,1.387195368,0.117779258,-1.643154215,0
358,1.151148816,1.996418399,3.98054757,1.148587949,1.319254276,0.114858795,-1.6679388,0
359,1.099314015,1.917507029,3.697471857,1.104513593,1.219950276,0.110451359,-1.455243908,0
360,1.070733292,1.788338901,3.773567946,1.065686574,1.135687873,0.106568657,-1.694822219,0
361,1.195528292,1.997360041,3.9570923,1.20093898,1.442254435,0.120093898,-1.640705709,0
362,1.118193548,1.938742806,3.881600291,1.122543013,1.260102817,0.112254301,-1.463312581,0
363,1.133225369,1.982799201,3.918655284,1.137876023,1.294761844,0.113787602,-1.519676206,0
364,1.17056824,1.993618375,3.986117675,1.176302296,1.383687092,0.11763023,-1.685009572,0
365,1.232406251,1.968920826,3.911567883,1.238202241,1.533144791,0.123820224,-1.692011433,0
366,1.051481552,1.993307019,3.922399235,1.055634394,1.114363974,0.105563439,-1.504417245,0
367,1.227403621,1.968505075,3.949605037,1.225542563,1.501954573,0.122554256,-1.751795658,0
368,1.144341765,1.955859559,3.919723217,1.145878327,1.313037141,0.114587833,-1.634122101,0
369,1.145196571,1.940942623,3.93883337,1.15034326,1.323289616,0.115034326,-1.581517563,0
370,1.129272473,1.966477387,3.915983913,1.133261768,1.284282236,0.113326177,-1.486592212,0
371,1.196471538,1.87722663,3.850537144,1.156806239,1.338200675,0.115680624,-1.814312603,0
372,1.102049714,1.939290272,3.883570381,1.101981346,1.214362887,0.110198135,-1.417695598,0
373,1.085969069,1.998424916,3.997239855,1.091169827,1.190651591,0.109116983,-1.480726728,0
374,1.235469664,1.995920306,3.929541823,1.237393471,1.531142602,0.123739347,-1.718089251,0
375,1.169705308,1.981612192,3.97381053,1.171525701,1.372472468,0.11715257,-1.660966356,0
376,1.196734564,1.935659339,3.851800166,1.202015734,1.444841824,0.120201573,-1.646957375,0
377,1.195371776,1.98814412,3.981002105,1.189865319,1.415779477,0.118986532,-1.593877108,0
378,1.218305817,1.969758945,3.967522863,1.22402848,1.498245719,0.122402848,-1.464189059,0
379,1.145120689,1.962105689,3.90232094,1.14703398,1.315686951,0.114703398,-1.585104857,0
380,1.176903079,1.917420494,3.893370313,1.182609424,1.39856505,0.118260942,-1.687299144,0
381,1.125919897,1.986245031,3.98175323,1.124706664,1.26496508,0.112470666,-1.710379866,0
382,1.17512592,1.952003178,3.949937488,1.180850325,1.39440749,0.118085032,-1.573127391,0
383,1.093781954,1.974453004,3.950060764,1.092865723,1.194355488,0.109286572,-1.322141693,0
384,1.127730625,1.717471672,3.701099544,1.128642764,1.27383449,0.112864276,-1.514578496,0
385,1.087295071,1.980628427,3.876877394,1.092771739,1.194150074,0.109277174,-1.395450452,0
386,1.187293511,1.963755931,3.95480861,1.19300106,1.423251529,0.119300106,-1.526653275,0
387,1.149287796,1.926220186,3.890844615,1.15501824,1.334067135,0.115501824,-1.627859847,0
388,1.186221997,1.959458406,3.950090436,1.186470225,1.407711595,0.118647023,-1.588297119,0
389,1.185053553,1.963638246,3.961109257,1.189846124,1.415733798,0.118984612,-1.611996817,0
390,1.141038933,1.97435302,3.897645635,1.14678081,1.315106226,0.114678081,-1.650196709,0
391,1.086341945,1.974618607,3.933109258,1.088970444,1.185856627,0.108897044,-1.538750945,0
392,1.188966966,1.98830704,3.925690444,1.194065106,1.425791477,0.119406511,-1.525603268,0
393,1.125337784,1.946436764,3.933177089,1.130682421,1.278442737,0.113068242,-1.319550653,0
394,1.135035449,1.951806833,3.889835003,1.140487846,1.300712528,0.114048785,-1.541843892,0
395,1.110149592,1.863450072,3.773544154,1.100787191,1.211732441,0.110078719,-1.613651268,0
396,1.161208994,1.968789976,3.908955257,1.146589335,1.314667104,0.114658934,-1.65496947,0
397,1.141374134,1.974168896,3.961261701,1.138271481,1.295661964,0.113827148,-1.648331435,0
398,1.091058044,1.994108148,3.962336586,1.096446249,1.202194376,0.109644625,-1.705065361,0
399,1.117524206,1.963845427,3.94594332,1.114084719,1.241184762,0.111408472,-1.450590753,0
400,1.225194222,1.992518163,3.852685459,1.183956204,1.401752292,0.11839562,-1.515989131,0
401,1.21837365,1.976317012,3.974314144,1.219156772,1.486343234,0.121915677,-1.675478639,0
402,1.170956803,1.970422377,3.925166843,1.17645329,1.384042343,0.117645329,-1.641220587,0
403,1.131262243,1.950978617,3.950268147,1.136917792,1.292582066,0.113691779,-1.573879016,0
404,1.164308047,1.957050378,3.951126314,1.164049632,1.355011546,0.116404963,-1.698290411,0
405,1.129940383,1.983383629,3.975978097,1.134284902,1.286602239,0.11342849,-1.326563488,0
406,1.207059592,1.979065396,3.978776366,1.213139596,1.471707679,0.12131396,-1.685671886,0
407,1.081284946,1.978693095,3.934597111,1.084935573,1.177085197,0.108493557,-1.530057565,0
408,0.985995488,1.994039481,3.862831873,0.990843109,0.981770066,0.099084311,-1.368372778,0
409,1.142768426,1.970786892,3.962111262,1.145804943,1.312868967,0.114580494,-1.605482294,0
410,1.153426521,1.952099936,3.882870722,1.140809352,1.301445978,0.114080935,-1.675258291,0
411,1.119799533,1.983787883,3.963047511,1.12414931,1.263711672,0.112414931,-1.643335967,0
412,1.121286051,1.989353865,3.845625868,1.126360086,1.268687044,0.112636009,-1.577558113,0
413,1.171525607,1.964607757,3.910016618,1.176811728,1.384885842,0.117681173,-1.641367959,0
414,1.180879459,1.993709447,3.969650893,1.18682846,1.408561793,0.118682846,-1.628725619,0
415,1.196315436,1.917355462,3.903279515,1.201145599,1.44275075,0.12011456,-1.627864831,0
416,1.208214633,1.952488609,3.904486595,1.201153171,1.442768941,0.120115317,-1.658677377,0
417,1.136625862,1.929043369,3.927018663,1.108798196,1.22943344,0.11087982,-1.628124176,0
418,1.173686758,1.975173312,3.947585316,1.174770232,1.380085097,0.117477023,-1.548245671,0
419,1.100604936,1.992974112,3.967665672,1.087168159,1.181934607,0.108716816,-1.55942751,0
420,1.162874002,1.973832258,3.971059819,1.168223524,1.364746202,0.116822352,-1.63076849,0
421,1.142774901,1.973833711,3.966492615,1.148514655,1.319085913,0.114851466,-1.615965666,0
422,1.153766083,1.939319655,3.923937547,1.151276385,1.325437315,0.115127639,-1.588535412,0
423,1.130069812,1.958487527,3.941218823,1.13575485,1.289939079,0.113575485,-1.514265789,0
424,1.147893527,1.975798512,3.862777332,1.152715878,1.328753894,0.115271588,-1.509009049,0
425,1.160819658,1.988933618,3.940851706,1.155041504,1.334120875,0.11550415,-1.570670431,0
426,1.102607814,1.999494557,3.932690315,1.091710617,1.191832071,0.109171062,-1.31479444,0
427,1.096463349,1.888137768,3.836695233,1.101781728,1.213922976,0.110178173,-1.501495974,0
428,1.164508701,1.950605855,3.935842474,1.163237106,1.353120564,0.116323711,-1.686236291,0
429,1.162220538,1.976144705,3.951298788,1.162853185,1.352227529,0.116285318,-1.609440163,0
430,1.032461063,1.960993742,3.952794353,1.030500596,1.061931478,0.10305006,-1.388433608,0
431,1.040752685,1.991577548,3.926206761,1.035357458,1.071965066,0.103535746,-1.26645016,0
432,1.210049867,1.976532248,3.961946275,1.21609192,1.478879559,0.121609192,-1.675525144,0
433,1.123986185,1.930874396,3.920726867,1.127688511,1.271681379,0.112768851,-1.616306666,0
434,1.100628529,1.97983943,3.884921931,1.101723651,1.213795004,0.110172365,-1.468393115,0
435,1.056754073,1.981947329,3.851616947,1.053969283,1.11085125,0.105396928,-1.349597948,0
436,1.130784041,1.968210768,3.909155393,1.129920492,1.276720319,0.112992049,-1.367267509,0
437,1.247384274,1.99971152,3.997136007,1.249780453,1.56195118,0.124978045,-1.761956129,0
438,1.183324646,1.906376352,3.857780422,1.189137528,1.41404806,0.118913753,-1.585505394,0
439,1.085571861,1.744421767,3.710895894,1.089641867,1.187319399,0.108964187,-1.490760207,0
440,1.170205571,1.962218364,3.948735878,1.160423743,1.346583264,0.116042374,-1.355510756,0
441,1.188787108,1.899917564,3.857955441,1.186808611,1.408514679,0.118680861,-1.716065858,0
442,1.184273702,1.949799541,3.928872761,1.157942455,1.340830729,0.115794245,-1.465039432,0
443,1.025724443,1.912116172,3.808187123,1.017027267,1.034344463,0.101702727,-1.338375016,0
444,1.191352518,1.993261326,3.964672583,1.196973066,1.43274452,0.119697307,-1.64602746,0
445,1.240346432,1.986741072,3.965267035,1.246003774,1.552525404,0.124600377,-1.71562667,0
446,1.112493996,1.998796951,3.988361232,1.115069435,1.243379845,0.111506943,-1.541091448,0
447,1.188375771,1.971240345,3.964560293,1.187254518,1.409573292,0.118725452,-1.772571809,0
448,1.200440371,1.96602,3.915237623,1.205339581,1.452843506,0.120533958,-1.724296027,0
449,1.109576207,1.97378419,3.9663936,1.099644311,1.209217611,0.109964431,-1.481024944,0
450,1.103433009,1.961239709,3.865604273,1.108609363,1.229014719,0.110860936,-1.387780788,0
451,1.236255175,1.976647107,3.94742613,1.241282735,1.540782829,0.124128274,-1.744052719,0
452,1.215544313,1.965393495,3.96373068,1.21774255,1.482896917,0.121774255,-1.743122264,0
453,1.179345771,1.999575978,3.942953363,1.17879594,1.389559868,0.117879594,-1.706625376,0
454,1.216231641,1.93298879,3.908825913,1.222285891,1.493982801,0.122228589,-1.650222406,0
455,1.215587158,1.995622747,3.97266752,1.221711061,1.492577917,0.122171106,-1.675040423,0
456,1.18471005,1.971589226,3.949946237,1.187614625,1.410428497,0.118761462,-1.738144207,0
457,1.141400275,1.998743604,3.997453945,1.145710185,1.312651829,0.114571019,-1.628476785,0
458,1.156963301,1.999068422,3.987059288,1.156116767,1.336605978,0.115611677,-1.507700898,0
459,1.145338641,1.98116278,3.974289094,1.150937056,1.324656108,0.115093706,-1.547030427,0
460,1.096219235,1.991221312,3.963278284,1.093912015,1.196643497,0.109391202,-1.36430166,0
461,1.119555438,1.986939248,3.89705275,1.120723557,1.256021291,0.112072356,-1.501861508,0
462,1.102930567,1.955678939,3.915121389,1.098971813,1.207739046,0.109897181,-1.620917081,0
463,1.152097326,1.992377732,3.988874862,1.157385196,1.339540491,0.11573852,-1.516434572,0
464,1.163486076,1.99975357,3.987476259,1.154834779,1.333643367,0.115483478,-1.649031296,0
465,1.242834869,1.952352607,3.949696336,1.240838859,1.539681075,0.124083886,-1.707986337,0
466,1.039261073,1.908704439,3.700267001,1.042419116,1.086637613,0.104241912,-1.492849058,0
467,1.229832507,1.967074768,3.930486209,1.235709477,1.526977912,0.123570948,-1.617585051,0
468,1.137757403,1.965865772,3.963741106,1.106729641,1.224850499,0.110672964,-1.808309591,0
469,1.069935937,1.830660111,3.82352937,1.060151494,1.123921189,0.106015149,-1.587883162,0
470,1.130963809,1.994646326,3.964863539,1.136626167,1.291919043,0.113662617,-1.422304837,0
471,1.165785617,1.988069943,3.939199135,1.170938956,1.371098038,0.117093896,-1.595818339,0
472,1.183346239,1.98469953,3.975684188,1.181693297,1.396399049,0.11816933,-1.550065103,0
473,1.005096494,1.935421462,3.931367053,1.009914787,1.019927878,0.100991479,-1.33634967,0
474,1.134369951,1.98583413,3.871044307,1.132947918,1.283570985,0.113294792,-1.482883852,0
475,1.114753023,1.9605007,3.931144589,1.120203887,1.254856748,0.112020389,-1.571349509,0
476,1.25551629,1.986396587,3.98210058,1.26040522,1.588621319,0.126040522,-1.518255384,0
477,1.076777342,1.840693875,3.792206313,1.080674914,1.16785827,0.108067491,-1.582740154,0
478,1.155601592,1.968544377,3.933912094,1.153127332,1.329702643,0.115312733,-1.52526303,0
479,1.193389067,1.995569749,3.944933486,1.177943134,1.387550026,0.117794313,-1.489656242,0
480,1.166324177,1.996976807,3.90667935,1.170315596,1.369638595,0.11703156,-1.539477346,0
481,1.222538155,1.957799795,3.947425656,1.220909075,1.490618969,0.122090907,-1.734726454,0
482,1.171186096,1.963987711,3.940621859,1.169107727,1.366812877,0.116910773,-1.609072114,0
483,1.089707358,1.987090732,3.978360204,1.093801454,1.19640162,0.109380145,-1.544029369,0
484,1.183042882,1.924344138,3.90225706,1.185594307,1.405633861,0.118559431,-1.688168959,0
485,1.155462533,1.997463554,3.986960721,1.160240665,1.3461584,0.116024066,-1.59485657,0
486,1.212907243,1.998786004,3.973318307,1.199174536,1.438019569,0.119917454,-1.502773425,0
487,1.156797076,1.981847904,3.971168628,1.150410319,1.323443903,0.115041032,-1.596828545,0
488,1.180480134,1.977033758,3.885456979,1.186388157,1.407516858,0.118638816,-1.493197134,0
489,1.181917141,1.942485222,3.941663359,1.136882771,1.292502436,0.113688277,-1.721415458,0
490,1.202856068,1.963685788,3.963066872,1.206461296,1.455548859,0.12064613,-1.633978071,0
491,1.147215167,1.907276079,3.900107682,1.14295423,1.306344372,0.114295423,-1.763962866,0
492,1.202490622,1.955921458,3.949083255,1.20768236,1.458496682,0.120768236,-1.563764561,0
493,1.227140744,1.955311322,3.884868225,1.231432078,1.516424962,0.123143208,-1.59262805,0
494,1.160852474,1.983172677,3.971185306,1.160911413,1.347715308,0.116091141,-1.517588035,0
